441 	50.0% 	50.0%
442 	50.0% 	50.0%
443 	50.0% 	50.0%
444 	50.0% 	50.0%
445 	50.0% 	50.0%
446 	50.0% 	50.0%
447 	50.0% 	50.0%
448 	50.0% 	50.0%
449 	50.0% 	50.0%
450 	50.0% 	50.0%
451 	50.0% 	50.0%
452 	50.0% 	50.0%
453 	50.0% 	50.0%
454 	50.0% 	50.0%
455 	50.0% 	50.0%
456 	50.0% 	50.0%
457 	50.0% 	50.0%
458 	50.0% 	50.0%
459 	50.0% 	50.0%
460 	50.0% 	50.0%
461 	50.0% 	50.0%
462 	50.0% 	50.0%
463 	50.0% 	50.0%
464 	50.0% 	50.0%
465 	50.0% 	50.0%
466 	50.0% 	50.0%
467 	50.0% 	50.0%
468 	50.0% 	50.0%
469 	50.0% 	50.0%
470 	50.0% 	50.0%
471 	50.0% 	50.0%
472 	50.0% 	50.0%
473 	50.0% 	50.0%
474 	50.0% 	50.0%
475 	50.0% 	50.0%
476 	50.0% 	50.0%
477 	50.0% 	50.0%
478 	50.0% 	50.0%
479 	50.0% 	50.0%
480 	50.0% 	50.0%
481 	50.0% 	50.0%
482 	50.0% 	50.0%
483 	50.0% 	50.0%
484 	50.0% 	50.0%
485 	50.0% 	50.0%
486 	50.0% 	50.0%
487 	50.0% 	50.0%
488 	50.0% 	50.0%
489 	50.0% 	50.0%
490 	50.0% 	50.0%
491 	50.0% 	50.0%
492 	50.0% 	50.0%
493 	50.0% 	50.0%
494 	50.0% 	50.0%
495 	50.0% 	50.0%
496 	50.0% 	50.0%
497 	50.0% 	50.0%
498 	50.0% 	50.0%
499 	50.0% 	50.0%
500 	50.0% 	50.0%
501 	50.0% 	50.0%
502 	50.0% 	50.0%
503 	50.0% 	50.0%
504 	50.0% 	50.0%
505 	50.0% 	50.0%
506 	50.0% 	50.0%
507 	50.0% 	50.0%
508 	50.0% 	50.0%
509 	50.0% 	50.0%
510 	50.0% 	50.0%
511 	50.0% 	50.0%
512 	50.0% 	50.0%
513 	50.0% 	50.0%
514 	50.0% 	50.0%
515 	50.0% 	50.0%
516 	50.0% 	50.0%
517 	50.0% 	50.0%
518 	50.0% 	50.0%
519 	50.0% 	50.0%
520 	50.0% 	50.0%
521 	50.0% 	50.0%
522 	50.0% 	50.0%
523 	50.0% 	50.0%
524 	50.0% 	50.0%
525 	50.0% 	50.0%
526 	50.0% 	50.0%
527 	50.0% 	50.0%
528 	50.0% 	50.0%
529 	50.0% 	50.0%
530 	50.0% 	50.0%
531 	50.0% 	50.0%
532 	50.0% 	50.0%
533 	50.0% 	50.0%
534 	50.0% 	50.0%
535 	50.0% 	50.0%
536 	50.0% 	50.0%
537 	50.0% 	50.0%
538 	50.0% 	50.0%
539 	50.0% 	50.0%
540 	50.0% 	50.0%
541 	50.0% 	50.0%
542 	50.0% 	50.0%
543 	50.0% 	50.0%
544 	50.0% 	50.0%
545 	50.0% 	50.0%
546 	50.0% 	50.0%
547 	50.0% 	50.0%
548 	50.0% 	50.0%
549 	50.0% 	50.0%
550 	50.0% 	50.0%
551 	50.0% 	50.0%
552 	50.0% 	50.0%
553 	50.0% 	50.0%
554 	50.0% 	50.0%
555 	50.0% 	50.0%
556 	50.0% 	50.0%
557 	50.0% 	50.0%
558 	50.0% 	50.0%
559 	50.0% 	50.0%
560 	50.0% 	50.0%
561 	50.0% 	50.0%
562 	50.0% 	50.0%
563 	50.0% 	50.0%
564 	50.0% 	50.0%
565 	50.0% 	50.0%
566 	50.0% 	50.0%
567 	50.0% 	50.0%
568 	50.0% 	50.0%
569 	50.0% 	50.0%
570 	50.0% 	50.0%
571 	50.0% 	50.0%
572 	50.0% 	50.0%
573 	50.0% 	50.0%
574 	50.0% 	50.0%
575 	50.0% 	50.0%
576 	50.0% 	50.0%
577 	50.0% 	50.0%
578 	50.0% 	50.0%
579 	50.0% 	50.0%
580 	50.0% 	50.0%
581 	50.0% 	50.0%
582 	50.0% 	50.0%
583 	50.0% 	50.0%
584 	50.0% 	50.0%
585 	50.0% 	50.0%
586 	50.0% 	50.0%
587 	50.0% 	50.0%
588 	50.0% 	50.0%
589 	50.0% 	50.0%
590 	50.0% 	50.0%
591 	50.0% 	50.0%
592 	50.0% 	50.0%
593 	50.0% 	50.0%
594 	50.0% 	50.0%
595 	50.0% 	50.0%
596 	50.0% 	50.0%
597 	50.0% 	50.0%
598 	50.0% 	50.0%
599 	50.0% 	50.0%
600 	50.0% 	50.0%
601 	50.0% 	50.0%
602 	50.0% 	50.0%
603 	50.0% 	50.0%
604 	50.0% 	50.0%
605 	50.0% 	50.0%
606 	50.0% 	50.0%
607 	50.0% 	50.0%
608 	50.0% 	50.0%
609 	50.0% 	50.0%
610 	75.0% 	50.0%
611 	75.0% 	50.0%
612 	75.0% 	50.0%
613 	75.0% 	50.0%
614 	75.0% 	50.0%
615 	75.0% 	50.0%
616 	75.0% 	50.0%
617 	75.0% 	50.0%
618 	75.0% 	50.0%
619 	75.0% 	50.0%
620 	75.0% 	50.0%
621 	75.0% 	50.0%
622 	75.0% 	50.0%
623 	75.0% 	75.0%
624 	75.0% 	75.0%
625 	75.0% 	75.0%
626 	75.0% 	75.0%
627 	75.0% 	75.0%
628 	75.0% 	75.0%
629 	75.0% 	75.0%
630 	75.0% 	75.0%
631 	75.0% 	75.0%
632 	75.0% 	75.0%
633 	75.0% 	75.0%
634 	75.0% 	75.0%
635 	75.0% 	75.0%
636 	75.0% 	75.0%
637 	75.0% 	75.0%
638 	75.0% 	75.0%
639 	75.0% 	75.0%
640 	75.0% 	75.0%
641 	75.0% 	75.0%
642 	75.0% 	75.0%
643 	75.0% 	75.0%
644 	75.0% 	75.0%
645 	75.0% 	75.0%
646 	75.0% 	75.0%
647 	75.0% 	75.0%
648 	75.0% 	75.0%
649 	75.0% 	75.0%
650 	75.0% 	75.0%
651 	75.0% 	75.0%
652 	75.0% 	75.0%
653 	75.0% 	75.0%
654 	75.0% 	75.0%
655 	75.0% 	75.0%
656 	75.0% 	75.0%
657 	75.0% 	75.0%
658 	75.0% 	75.0%
659 	75.0% 	75.0%
660 	75.0% 	75.0%
661 	75.0% 	75.0%
662 	75.0% 	75.0%
663 	75.0% 	75.0%
664 	75.0% 	75.0%
665 	75.0% 	75.0%
666 	75.0% 	75.0%
667 	75.0% 	75.0%
668 	75.0% 	75.0%
669 	75.0% 	75.0%
670 	75.0% 	75.0%
671 	75.0% 	75.0%
672 	75.0% 	75.0%
673 	75.0% 	75.0%
674 	75.0% 	75.0%
675 	75.0% 	75.0%
676 	75.0% 	75.0%
677 	75.0% 	75.0%
678 	75.0% 	75.0%
679 	75.0% 	75.0%
680 	75.0% 	75.0%
681 	75.0% 	75.0%
682 	75.0% 	75.0%
683 	75.0% 	75.0%
684 	75.0% 	75.0%
685 	75.0% 	75.0%
686 	75.0% 	75.0%
687 	75.0% 	75.0%
688 	75.0% 	75.0%
689 	75.0% 	75.0%
690 	75.0% 	75.0%
691 	75.0% 	75.0%
692 	75.0% 	75.0%
693 	75.0% 	75.0%
694 	75.0% 	75.0%
695 	75.0% 	75.0%
696 	75.0% 	75.0%
697 	75.0% 	75.0%
698 	75.0% 	75.0%
699 	75.0% 	75.0%
700 	75.0% 	75.0%
701 	75.0% 	75.0%
702 	75.0% 	75.0%
703 	75.0% 	75.0%
704 	75.0% 	75.0%
705 	75.0% 	75.0%
706 	75.0% 	75.0%
707 	75.0% 	75.0%
708 	75.0% 	75.0%
709 	75.0% 	75.0%
710 	75.0% 	75.0%
711 	75.0% 	75.0%
712 	75.0% 	75.0%
713 	75.0% 	75.0%
714 	75.0% 	75.0%
715 	75.0% 	75.0%
716 	75.0% 	75.0%
717 	75.0% 	75.0%
718 	75.0% 	75.0%
719 	75.0% 	75.0%
720 	75.0% 	75.0%
721 	75.0% 	75.0%
722 	75.0% 	75.0%
723 	75.0% 	75.0%
724 	75.0% 	75.0%
725 	75.0% 	75.0%
726 	75.0% 	75.0%
727 	75.0% 	75.0%
728 	75.0% 	75.0%
729 	75.0% 	75.0%
730 	75.0% 	75.0%
731 	75.0% 	75.0%
732 	75.0% 	75.0%
733 	75.0% 	75.0%
734 	75.0% 	75.0%
735 	75.0% 	75.0%
736 	75.0% 	75.0%
737 	75.0% 	75.0%
738 	75.0% 	75.0%
739 	75.0% 	75.0%
740 	75.0% 	75.0%
741 	75.0% 	75.0%
742 	75.0% 	75.0%
743 	75.0% 	75.0%
744 	75.0% 	75.0%
745 	75.0% 	75.0%
746 	75.0% 	75.0%
747 	75.0% 	75.0%
748 	75.0% 	75.0%
749 	75.0% 	75.0%
750 	75.0% 	75.0%
751 	75.0% 	75.0%
752 	75.0% 	75.0%
753 	75.0% 	75.0%
754 	75.0% 	75.0%
755 	75.0% 	75.0%
756 	75.0% 	75.0%
757 	75.0% 	75.0%
758 	75.0% 	75.0%
759 	75.0% 	75.0%
760 	75.0% 	75.0%
761 	75.0% 	75.0%
762 	75.0% 	75.0%
763 	75.0% 	75.0%
764 	75.0% 	75.0%
765 	75.0% 	75.0%
766 	75.0% 	75.0%
767 	75.0% 	75.0%
768 	75.0% 	75.0%
769 	75.0% 	75.0%
770 	75.0% 	75.0%
771 	75.0% 	75.0%
772 	75.0% 	75.0%
773 	75.0% 	75.0%
774 	75.0% 	75.0%
775 	75.0% 	75.0%
776 	75.0% 	75.0%
777 	75.0% 	75.0%
778 	75.0% 	75.0%
779 	75.0% 	75.0%
780 	75.0% 	75.0%
781 	75.0% 	75.0%
782 	75.0% 	75.0%
783 	75.0% 	75.0%
784 	75.0% 	75.0%
785 	75.0% 	75.0%
786 	75.0% 	75.0%
787 	75.0% 	75.0%
788 	75.0% 	75.0%
789 	75.0% 	75.0%
790 	75.0% 	75.0%
791 	75.0% 	75.0%
792 	75.0% 	75.0%
793 	75.0% 	75.0%
794 	75.0% 	75.0%
795 	75.0% 	75.0%
796 	75.0% 	75.0%
797 	75.0% 	75.0%
798 	75.0% 	75.0%
799 	75.0% 	75.0%
800 	75.0% 	75.0%
801 	75.0% 	75.0%
802 	75.0% 	75.0%
803 	75.0% 	75.0%
804 	75.0% 	75.0%
805 	75.0% 	75.0%
806 	75.0% 	75.0%
807 	75.0% 	75.0%
808 	75.0% 	75.0%
809 	75.0% 	75.0%
810 	75.0% 	75.0%
811 	75.0% 	75.0%
812 	75.0% 	75.0%
813 	75.0% 	75.0%
814 	75.0% 	75.0%
815 	75.0% 	75.0%
816 	75.0% 	75.0%
817 	75.0% 	75.0%
818 	75.0% 	75.0%
819 	75.0% 	75.0%
820 	75.0% 	75.0%
821 	75.0% 	75.0%
822 	75.0% 	75.0%
823 	75.0% 	75.0%
824 	75.0% 	75.0%
825 	75.0% 	75.0%
826 	75.0% 	75.0%
827 	75.0% 	75.0%
828 	75.0% 	75.0%
829 	75.0% 	75.0%
830 	75.0% 	75.0%
831 	75.0% 	75.0%
832 	75.0% 	75.0%
833 	75.0% 	75.0%
834 	75.0% 	75.0%
835 	75.0% 	75.0%
836 	75.0% 	75.0%
837 	75.0% 	75.0%
838 	75.0% 	75.0%
839 	75.0% 	75.0%
840 	75.0% 	75.0%
841 	75.0% 	75.0%
842 	75.0% 	75.0%
843 	75.0% 	75.0%
844 	75.0% 	75.0%
845 	75.0% 	75.0%
846 	75.0% 	75.0%
847 	75.0% 	75.0%
848 	75.0% 	75.0%
849 	75.0% 	75.0%
850 	75.0% 	75.0%
851 	75.0% 	75.0%
852 	75.0% 	75.0%
853 	75.0% 	75.0%
854 	75.0% 	75.0%
855 	75.0% 	75.0%
856 	75.0% 	75.0%
857 	75.0% 	75.0%
858 	75.0% 	75.0%
859 	75.0% 	75.0%
860 	75.0% 	75.0%
861 	75.0% 	75.0%
862 	75.0% 	75.0%
863 	75.0% 	75.0%
864 	75.0% 	75.0%
865 	75.0% 	75.0%
866 	75.0% 	75.0%
867 	75.0% 	75.0%
868 	75.0% 	75.0%
869 	75.0% 	75.0%
870 	75.0% 	75.0%
871 	75.0% 	75.0%
872 	75.0% 	75.0%
873 	75.0% 	75.0%
874 	75.0% 	75.0%
875 	75.0% 	75.0%
876 	75.0% 	75.0%
877 	75.0% 	75.0%
878 	75.0% 	75.0%
879 	75.0% 	75.0%
880 	75.0% 	75.0%
881 	75.0% 	75.0%
882 	75.0% 	75.0%
883 	75.0% 	75.0%
884 	75.0% 	75.0%
885 	75.0% 	75.0%
886 	75.0% 	75.0%
887 	75.0% 	75.0%
888 	75.0% 	75.0%
889 	75.0% 	75.0%
890 	75.0% 	75.0%
891 	75.0% 	75.0%
892 	75.0% 	75.0%
893 	75.0% 	75.0%
894 	75.0% 	75.0%
895 	75.0% 	75.0%
896 	75.0% 	75.0%
897 	75.0% 	75.0%
898 	75.0% 	75.0%
899 	75.0% 	75.0%
900 	75.0% 	75.0%
901 	75.0% 	75.0%
902 	75.0% 	75.0%
903 	75.0% 	75.0%
904 	75.0% 	75.0%
905 	75.0% 	75.0%
906 	75.0% 	75.0%
907 	75.0% 	75.0%
908 	75.0% 	75.0%
909 	75.0% 	75.0%
910 	75.0% 	75.0%
911 	75.0% 	75.0%
912 	75.0% 	75.0%
913 	75.0% 	75.0%
914 	75.0% 	75.0%
915 	75.0% 	75.0%
916 	75.0% 	75.0%
917 	75.0% 	75.0%
918 	75.0% 	75.0%
919 	75.0% 	75.0%
920 	75.0% 	75.0%
921 	75.0% 	75.0%
922 	75.0% 	75.0%
923 	75.0% 	75.0%
924 	75.0% 	75.0%
925 	75.0% 	75.0%
926 	75.0% 	75.0%
927 	75.0% 	75.0%
928 	75.0% 	75.0%
929 	75.0% 	75.0%
930 	75.0% 	75.0%
931 	75.0% 	75.0%
932 	75.0% 	75.0%
933 	75.0% 	75.0%
934 	75.0% 	75.0%
935 	75.0% 	75.0%
936 	75.0% 	75.0%
937 	75.0% 	75.0%
938 	75.0% 	75.0%
939 	75.0% 	75.0%
940 	75.0% 	75.0%
941 	75.0% 	75.0%
942 	75.0% 	75.0%
943 	75.0% 	75.0%
944 	75.0% 	75.0%
945 	75.0% 	75.0%
946 	75.0% 	75.0%
947 	75.0% 	75.0%
948 	75.0% 	75.0%
949 	75.0% 	75.0%
950 	75.0% 	75.0%
951 	75.0% 	75.0%
952 	75.0% 	75.0%
953 	75.0% 	75.0%
954 	75.0% 	75.0%
955 	75.0% 	75.0%
956 	75.0% 	75.0%
957 	75.0% 	75.0%
958 	75.0% 	75.0%
959 	75.0% 	75.0%
960 	75.0% 	75.0%
961 	75.0% 	75.0%
962 	75.0% 	75.0%
963 	75.0% 	75.0%
964 	75.0% 	75.0%
965 	75.0% 	75.0%
966 	75.0% 	75.0%
967 	75.0% 	75.0%
968 	75.0% 	75.0%
969 	75.0% 	75.0%
970 	75.0% 	75.0%
971 	75.0% 	75.0%
972 	75.0% 	75.0%
973 	75.0% 	75.0%
974 	75.0% 	75.0%
975 	75.0% 	75.0%
976 	75.0% 	75.0%
977 	75.0% 	75.0%
978 	75.0% 	75.0%
979 	75.0% 	75.0%
980 	75.0% 	75.0%
981 	75.0% 	75.0%
982 	75.0% 	75.0%
983 	75.0% 	75.0%
984 	75.0% 	75.0%
985 	75.0% 	75.0%
986 	75.0% 	75.0%
987 	75.0% 	75.0%
988 	75.0% 	75.0%
989 	75.0% 	75.0%
990 	75.0% 	75.0%
991 	75.0% 	75.0%
992 	75.0% 	75.0%
993 	75.0% 	75.0%
994 	75.0% 	75.0%
995 	75.0% 	75.0%
996 	75.0% 	75.0%
997 	75.0% 	75.0%
998 	75.0% 	75.0%
999 	75.0% 	75.0%
